Auction_key,Auction_seq,Regist_type,Regist_class,Regist_date,Creditor,Regist_price
6,10018,집합건물등기,압류    ,20160428,서울시중구,0
6,10019,집합건물등기,저당    ,20110331,모두론대부,1014000000
6,10020,집합건물등기,질권    ,20160127,농심캐피탈,1014000000
6,10021,집합건물등기,저당    ,20111124,Private,450000000
6,10022,집합건물등기,저당    ,20111124,Private,300000000
6,10023,집합건물등기,저당    ,20111124,Private,150000000
7,10001,집합건물등기,소유이전,20050204,Private,0
7,10002,집합건물등기,가압    ,20121206,주식회사지따,21000000
7,10003,집합건물등기,임의    ,20130128,IBK캐피탈,0
7,10004,집합건물등기,압류    ,20151116,서울동작구,0
7,10005,집합건물등기,저당    ,20110613,IBK캐피탈,585000000
8,10001,집합건물등기,소유이전,20061115,Private,0
8,10002,집합건물등기,압류    ,20100316,국민건강보험공단,0
8,10003,집합건물등기,압류    ,20100909,Private,0
8,10004,집합건물등기,가압    ,20120224,서울신용보증재단,10000000
8,10005,집합건물등기,가압    ,20121115,국민은행,8666305
8,10006,집합건물등기,임의    ,20130621,하나은행,0
8,10007,집합건물등기,저당    ,20061115,하나은행,130000000
9,10001,집합건물등기,압류    ,20130130,국민건강보험공단,0
9,10002,집합건물등기,가압    ,20130321,스마일저축은행,21313481
9,10003,집합건물등기,가압    ,20130415,한국외환은행,7814549
9,10004,집합건물등기,가압    ,20130426,경기신용보증재단,12090308
9,10005,집합건물등기,가압    ,20130513,하나캐피탈,7761920
9,10006,집합건물등기,임의    ,20130709,한국외환은행,0
9,10007,집합건물등기,가압    ,20130911,케이비국민카드,2664089
9,10008,집합건물등기,가압    ,20130917,아이비케이캐피탈,2749159
9,10009,집합건물등기,가압    ,20130923,현대캐피탈,21738066
9,10010,집합건물등기,소유이전,20140602,Private,0
9,10011,집합건물등기,압류    ,20150121,서울시서초구,0
9,10012,집합건물등기,압류    ,20150121,서울시서초구,0
9,10013,집합건물등기,압류    ,20151231,남양주시,0
9,10014,집합건물등기,가압    ,20161025,스마일저축은행,28038572
9,10015,집합건물등기,가압    ,20161027,경기신용보증재단,6065680
9,10016,집합건물등기,저당    ,20020415,한국외환은행,235200000
9,10017,집합건물등기,저당    ,20070123,한국외환은행,60000000
9,10018,집합건물등기,저당    ,20070222,한국외환은행,40665600
10,130001,집합건물등기,소유이전,20131113,경성연립재건축주택조합,0
10,130002,집합건물등기,강제    ,20131113,엘빈종합건설,0
10,130003,집합건물등기,압류    ,20131219,서울시관악구,0
10,130004,집합건물등기,강제    ,20131223,황맥토건,0
10,130005,집합건물등기,강제    ,20131224,Private,0
10,130006,집합건물등기,강제    ,20140110,Private,0
10,130007,집합건물등기,강제    ,20140121,가와우찌미에,0
10,130008,집합건물등기,가압    ,20140121,성화개발,35469805
10,130009,집합건물등기,가압    ,20140211,Private,6000000000
10,130010,집합건물등기,가압    ,20140214,Private,510000000
10,130011,집합건물등기,가압    ,20140214,Private,490000000
10,130012,집합건물등기,가압    ,20140522,Private,457248431
10,130013,집합건물등기,가압    ,20140526,국민은행,1024811619
10,130014,집합건물등기,가압    ,20140527,우리은행,4919843625
10,130015,집합건물등기,압류    ,20160923,관악세무서,0
11,10001,집합건물등기,임의    ,20140120,한국주택금융공사,0
11,10002,집합건물등기,소유이전,20140418,Private,0
11,10003,집합건물등기,저당    ,20090507,한국주택금융공사,1000000000
12,10001,집합건물등기,소유이전,20071101,Private,0
12,10002,집합건물등기,가등기  ,20120727,Private,0
12,10003,집합건물등기,강제    ,20140220,Private,0
13,10001,집합건물등기,소유이전,20011227,Private,0
13,10002,집합건물등기,임의    ,20140331,동부화재해상보험,0
13,10003,집합건물등기,압류    ,20140923,반포세무서,0
13,10004,집합건물등기,압류    ,20150402,서울시서초구,0
13,10005,집합건물등기,저당    ,20101126,동부화재해상보험,728000000
13,10006,집합건물등기,저당    ,20101130,동부화재해상보험,546000000
13,10007,집합건물등기,저당    ,20121122,Private,400000000
13,10008,집합건물등기,저당    ,20121122,Private,400000000
14,10001,집합건물등기,소유이전,20090319,Private,0
14,10002,집합건물등기,가등기  ,20090824,Private,0
14,10003,집합건물등기,임의    ,20140407,안양남부(새),0
14,10004,집합건물등기,압류    ,20150521,서울강남구,0
14,10005,집합건물등기,저당    ,20090319,코리아자산관리,1430000000
14,10006,집합건물등기,질권    ,20151023,신한저축은행,1430000000
14,10007,집합건물등기,질권    ,20151214,Private,218000000
15,10001,집합건물등기,소유이전,20091223,Private,0
15,10002,집합건물등기,압류    ,20131206,서울서초구,0
15,10003,집합건물등기,압류    ,20140115,서울중구,0
15,10004,집합건물등기,임의    ,20140611,에스비아이저축은행,0
15,10005,집합건물등기,압류    ,20140625,국민건강보험공단,0
15,10006,집합건물등기,압류    ,20150408,중부세무서,0
15,10007,집합건물등기,압류    ,20150709,김포세무서,0
15,10008,집합건물등기,압류    ,20151215,서울성동구,0
15,10009,집합건물등기,압류    ,20151221,서울서초구,0
15,10010,집합건물등기,저당    ,20110712,현대스위스저축은행,741000000
15,19992,토지별도등기,        ,99999999,Private,0
16,10001,집합건물등기,소유이전,20030609,Private,0
16,10002,집합건물등기,가압    ,20140311,수산업협동조합중앙회,2087654263
16,10003,집합건물등기,가압    ,20140403,동양저축은행,900000000
16,10004,집합건물등기,가압    ,20140403,농협은행,30195652
16,10005,집합건물등기,가압    ,20140403,농협은행,1716434448
16,10006,집합건물등기,가압    ,20140415,우리은행,2643567605
16,10007,집합건물등기,가압    ,20140416,신용보증기금,2035560000
16,10008,집합건물등기,가압    ,20140421,전북은행,711614869
16,10009,집합건물등기,가압    ,20140509,한국무역보험공사,570000000
16,10010,집합건물등기,가압    ,20140519,서울보증보험,787369635
16,10011,집합건물등기,임의    ,20140626,한국산업은행,0
16,10012,집합건물등기,가압    ,20140711,신보2013제4차유동화전문,1600000000
16,10013,집합건물등기,압류    ,20140903,익산세무서,0
16,10014,집합건물등기,임의    ,20141112,SC은행,0
16,10015,집합건물등기,보전처분,20150107,전주지방법원,0
16,10016,집합건물등기,저당    ,20030708,SC은행,840000000
16,10017,집합건물등기,저당    ,20130426,한국산업은행,1200000000
16,10018,집합건물등기,저당    ,20130712,동양저축은행,910000000
16,10019,집합건물등기,저당    ,20140312,에코캐피탈,1000000000
16,10020,집합건물등기,가처분  ,20140603,신용보증기금,0
16,10021,집합건물등기,가처분  ,20140717,신보2013제4차유동화전문,0
16,10022,집합건물등기,가처분  ,20140730,한국무역보험공사,0
17,10001,집합건물등기,소유이전,19960223,Private,0
17,10002,집합건물등기,압류    ,20130604,역삼세무서,0
17,10003,집합건물등기,가압    ,20140424,Private,80000000
17,10004,집합건물등기,가압    ,20140430,아주캐피탈,20856720
17,10005,집합건물등기,압류    ,20140513,국민건강보험공단,0
17,10006,집합건물등기,임의    ,20140702,신한은행,0
17,10007,집합건물등기,저당    ,20020206,한국자산관리공사,240000000
17,10008,집합건물등기,저당    ,20020826,한국자산관리공사,120000000
17,10009,집합건물등기,저당    ,20070309,한국자산관리공사,120000000
17,10010,집합건물등기,저당    ,20110125,한국자산관리공사,114000000
17,10011,집합건물등기,이전    ,20140409,신용보증기금,18700000
17,10012,집합건물등기,저당    ,20131107,신용보증기금,108000000
17,10013,집합건물등기,저당    ,20140416,Private,26000000
17,10014,집합건물등기,저당    ,20140516,(주)동선,52800000
18,10001,집합건물등기,소유이전,20021228,Private,0
18,10002,집합건물등기,임의    ,20140813,영등포농협,0
18,10003,집합건물등기,압류    ,20141203,서울시중구,0
18,10004,집합건물등기,압류    ,20150422,중부세무서,0
18,10005,집합건물등기,저당    ,20090720,영등포농협,600000000
18,10006,집합건물등기,저당    ,20130927,Private,220000000
18,10007,집합건물등기,저당    ,20130927,Private,100000000
19,10001,집합건물등기,소유이전,20060922,Private,0
19,10002,집합건물등기,가압    ,20110810,서울신용보증재단,24275572
19,10003,집합건물등기,압류    ,20120627,국민건강보험공단,0
19,10004,집합건물등기,압류    ,20130910,서울강남구,0
19,10005,집합건물등기,임의    ,20140819,한국자산관리공사,0
19,10006,집합건물등기,저당    ,20080717,한국자산관리공사,216000000
19,10007,집합건물등기,저당    ,20080717,한국자산관리공사,115200000
19,10008,집합건물등기,저당    ,20120926,신용보증기금,57600000
20,10001,집합건물등기,소유이전,20130730,Private,0
20,10002,집합건물등기,강제    ,20140919,Private,0
20,10003,집합건물등기,압류    ,20151123,서울시서초구,0
21,10001,집합건물등기,소유이전,20100629,Private,0
21,10002,집합건물등기,가압    ,20140626,경인북부수산업협동조합,189083112
21,10003,집합건물등기,임의    ,20141014,신한은행,0
21,10004,집합건물등기,가압    ,20141128,하나은행,29323660
21,10005,집합건물등기,가압    ,20150210,한빛자산관리대부,54421219
21,10006,집합건물등기,압류    ,20150514,서울시중구,0
21,10007,집합건물등기,압류    ,20160314,서울시중구,0
21,10008,집합건물등기,저당    ,20140206,한국자산관리공사,504000000
21,19992,토지별도등기,        ,99999999,Private,0
22,10001,집합건물등기,소유이전,20020320,Private,0
22,10002,집합건물등기,압류    ,20130702,역삼세무서,0
22,10003,집합건물등기,가압    ,20140320,국민은행,300000000
22,10004,집합건물등기,가압    ,20140331,우리은행,141151905
22,10005,집합건물등기,가압    ,20140402,하나은행,440000000
22,10006,집합건물등기,가압    ,20140417,전문건설공제조합,100000000
22,10007,집합건물등기,가압    ,20140422,건설공제조합,1000000000
22,10008,집합건물등기,가압    ,20140425,서울보증보험,250000000
22,10009,집합건물등기,가압    ,20140624,국민은행,151648560
22,10010,집합건물등기,압류    ,20140911,삼성세무서,0
22,10011,집합건물등기,가압    ,20140930,우리카드,14114373
22,10012,집합건물등기,압류    ,20141017,Private,0
22,10013,집합건물등기,임의    ,20141103,국민은행,0
22,10014,집합건물등기,압류    ,20141112,국민건강보험공단,0
22,10015,집합건물등기,저당    ,20101005,국민은행,1950000000
23,10001,집합건물등기,소유이전,20080620,Private,0
23,10002,집합건물등기,가압    ,20130206,하나저축은행,2563202647
23,10003,집합건물등기,압류    ,20130306,서울시서초구,0
23,10004,집합건물등기,압류    ,20130328,삼성세무서,0
23,10005,집합건물등기,압류    ,20140415,의정부세무서,0
23,10006,집합건물등기,압류    ,20140710,원주세무서,0
23,10007,집합건물등기,압류    ,20140717,강남세무서,0
23,10008,집합건물등기,임의    ,20141126,국민은행,0
23,10009,집합건물등기,압류    ,20150701,서울시성북구,0
23,10010,집합건물등기,압류    ,20151208,잠실세무서,0
23,10011,집합건물등기,저당    ,20110304,국민은행,9750000000
23,10012,집합건물등기,저당    ,20111101,국민은행,45500000000
24,10001,집합건물등기,소유이전,19980225,Private,0
24,10002,집합건물등기,가압    ,20140107,Private,787068493
24,10003,집합건물등기,강제    ,20141125,Private,0
24,10004,집합건물등기,저당    ,20140411,Private,600000000
24,10005,집합건물등기,저당    ,20141124,Private,450000000
24,10006,집합건물등기,저당    ,20141124,Private,450000000
24,10007,집합건물등기,저당    ,20141124,Private,600000000
25,10001,집합건물등기,소유이전,20141119,동광산업개발,0
25,10002,집합건물등기,강제    ,20141128,대한주택보증,0
25,10003,집합건물등기,가압    ,20150122,바로투자증권,185000000
25,10004,집합건물등기,가처분  ,20150604,디케이디엔씨,0
25,10005,집합건물등기,임의    ,20150921,하남(새),0
25,10006,집합건물등기,압류    ,20150922,관악세무서,0
25,10007,집합건물등기,압류    ,20160126,서울관악구,0
25,10008,집합건물등기,저당    ,20141119,Private,455000000
25,10009,집합건물등기,질권    ,20151023,민국저축은행,455000000
26,10001,집합건물등기,소유이전,20141119,동광산업개발,0
26,10002,집합건물등기,강제    ,20141128,대한주택보증,0
26,10003,집합건물등기,가압    ,20150122,바로투자증권,185000000
26,10004,집합건물등기,가처분  ,20150604,디케이디엔씨,0
26,10005,집합건물등기,임의    ,20150806,서서울(새),0
26,10006,집합건물등기,압류    ,20150922,관악세무서,0
26,10007,집합건물등기,저당    ,20141119,Private,455000000
26,10008,집합건물등기,질권    ,20151023,민국저축은행,455000000
27,10001,집합건물등기,소유이전,20141119,동광산업개발,0
27,10002,집합건물등기,강제    ,20141128,대한주택보증,0
27,10003,집합건물등기,가압    ,20150122,바로투자증권,185000000
27,10004,집합건물등기,가처분  ,20150604,디케이디엔씨,0
27,10005,집합건물등기,임의    ,20150921,하남(새),0
27,10006,집합건물등기,압류    ,20150922,관악세무서,0
27,10007,집합건물등기,저당    ,20141119,Private,455000000
27,10008,집합건물등기,질권    ,20151023,민국저축은행,455000000
28,10001,집합건물등기,소유이전,20141119,동광산업개발,0
28,10002,집합건물등기,강제    ,20141128,대한주택보증,0
28,10003,집합건물등기,가압    ,20150122,바로투자증권,185000000
28,10004,집합건물등기,가처분  ,20150604,디케이디엔씨,0
28,10005,집합건물등기,임의    ,20150828,노들(새),0
28,10006,집합건물등기,압류    ,20150922,관악세무서,0
28,10007,집합건물등기,저당    ,20141119,판테온에이엠씨,455000000
28,10008,집합건물등기,질권    ,20151222,민국저축은행,455000000
28,10009,집합건물등기,질권    ,20151222,Private,117000000
29,10001,집합건물등기,소유이전,20141119,동광산업개발,0
29,10002,집합건물등기,강제    ,20141128,대한주택보증,0
29,10003,집합건물등기,가압    ,20150122,바로투자증권,185000000
29,10004,집합건물등기,가처분  ,20150604,디케이디엔씨,0
29,10005,집합건물등기,임의    ,20150828,노들(새),0
29,10006,집합건물등기,압류    ,20150922,관악세무서,0
29,10007,집합건물등기,저당    ,20141119,판테온에이엠씨,455000000
29,10008,집합건물등기,질권    ,20151222,민국저축은행,455000000
29,10009,집합건물등기,질권    ,20151222,Private,117000000
30,10001,집합건물등기,소유이전,20001122,Private,0
30,10002,집합건물등기,임의    ,20141223,우리은행,0
30,10003,집합건물등기,압류    ,20150109,서울시동작구,0
30,10004,집합건물등기,저당    ,20001205,한빛은행,400000000
30,10005,집합건물등기,저당    ,20081118,우리은행,368000000
31,10001,집합건물등기,소유이전,20060728,Private,0
31,10002,집합건물등기,가등기  ,20080124,Private,0
31,10003,집합건물등기,압류    ,20080303,서울시서초구,0
31,10004,집합건물등기,가압    ,20090319,제다디자인,90000000
31,10005,집합건물등기,압류    ,20090824,서초세무서,0
31,10006,집합건물등기,가압    ,20111014,삼정알엠씨,28047280
31,10007,집합건물등기,압류    ,20121115,용인세무서,0
31,10008,집합건물등기,압류    ,20140407,역삼세무서,0
31,10009,집합건물등기,임의    ,20141223,한국저축은행,0
31,10010,집합건물등기,저당    ,20070912,한국상호저축은행,5320000000
32,10001,집합건물등기,소유이전,20060302,Private,0
32,10002,집합건물등기,임의    ,20150102,한주저축은행,0
32,10003,집합건물등기,저당    ,20060302,링크웨이브코리아,600000000
32,10004,집합건물등기,질권    ,20160318,Private,600000000
32,10005,집합건물등기,저당    ,20111229,한주저축은행,670000000
33,10001,집합건물등기,소유이전,20130220,Private,0
33,10002,집합건물등기,강제    ,20150115,토마토2저축은행,0
33,10003,집합건물등기,전세권  ,20140716,Private,570000000
34,10001,집합건물등기,소유이전,19970519,Private,0
34,10002,집합건물등기,임의    ,20150116,예천농협,0
34,10003,집합건물등기,저당    ,20061103,예천농협,164400000
34,10004,집합건물등기,저당    ,20130328,종근당(새),325000000
35,10001,집합건물등기,소유이전,20151214,개포주공3단지주택재건축정비사업조합,0
35,10002,집합건물등기,임의    ,20150206,국민은행,0
35,10003,집합건물등기,저당    ,20001012,국민은행,264000000
35,10004,집합건물등기,저당    ,20040330,국민은행,420000000
35,10005,집합건물등기,임차권  ,20150821,Private,16750000
36,10001,집합건물등기,소유이전,20020222,Private,0
36,10002,집합건물등기,가압    ,20150127,기술신용보증기금,685000000
36,10003,집합건물등기,임의    ,20150226,우리은행,0
36,10004,집합건물등기,압류    ,20151110,서울시서초구,0
36,10005,집합건물등기,저당    ,20020311,한빛은행,455000000
36,10006,집합건물등기,저당    ,20030117,엘지건설,1500000000
37,10001,집합건물등기,소유이전,19821231,Private,0
37,10002,집합건물등기,가압    ,20140716,기술신용보증기금,470000000
37,10003,집합건물등기,압류    ,20141127,서초세무서,0
37,10004,집합건물등기,압류    ,20141216,서울시서초구,0
37,10005,집합건물등기,임의    ,20150130,신한은행,0
37,10006,집합건물등기,임의    ,20150302,하나은행,0
37,10007,집합건물등기,압류    ,20150804,분당세무서,0
37,10008,집합건물등기,저당    ,20020205,Private,180000000
37,10009,집합건물등기,질권    ,20150703,구리(새),180000000
37,10010,집합건물등기,저당    ,20060221,Private,0
37,10011,집합건물등기,질권    ,20160623,통조림가공수협,360000000
37,10012,집합건물등기,질권    ,20160719,Private,150000000
37,10013,집합건물등기,저당    ,20120426,Private,1690000000
37,10014,집합건물등기,질권    ,20150703,구리(새),1690000000
38,10001,집합건물등기,소유이전,20080212,Private,0
38,10002,집합건물등기,압류    ,20131113,동작세무서,0
38,10003,집합건물등기,가압    ,20131128,국민행복기금,4209924
38,10004,집합건물등기,가압    ,20131223,서울신용보증재단,5000000
38,10005,집합건물등기,가압    ,20140224,서울보증보험,44360021
38,10006,집합건물등기,임의    ,20150305,서대구농협,0
38,10007,집합건물등기,저당    ,20080212,서대구농협,378000000
38,10008,집합건물등기,저당    ,20120607,Private,120000000
39,10001,집합건물등기,소유이전,20080814,기독교대한하나님의성회은석교회,0
39,10002,집합건물등기,가압    ,20140312,서울축산업협동조합,280000000
39,10003,집합건물등기,가압    ,20140515,키움저축은행,600000000
39,10004,집합건물등기,임의    ,20150327,우리은행,0
39,10005,집합건물등기,저당    ,20110104,우리은행,600000000
40,10001,집합건물등기,소유이전,20060310,Private,0
40,10002,집합건물등기,가압    ,20140723,신한캐피탈,88673470
40,10003,집합건물등기,강제    ,20150403,신한캐피탈,0
40,10004,집합건물등기,저당    ,20060310,국민은행,169000000
41,10001,집합건물등기,소유이전,20101007,Private,0
41,10002,집합건물등기,임의    ,20150410,오에스비저축은행,0
41,10003,집합건물등기,저당    ,20140930,오에스비저축은행,4200000000
42,10001,집합건물등기,소유이전,19851219,Private,0
42,10002,집합건물등기,가압    ,20150401,신용보증기금,170000000
42,10003,집합건물등기,임의    ,20150417,만수(새),0
42,10004,집합건물등기,가압    ,20150428,기술신용보증기금,425000000
42,10005,집합건물등기,임의    ,20150518,우리은행,0
42,10006,집합건물등기,가압    ,20150821,부산은행,44067765
42,10007,집합건물등기,저당    ,20090428,Private,2210000000
42,10008,집합건물등기,질권    ,20150619,구리(새),2210000000
42,10009,집합건물등기,저당    ,20090604,우리은행,500000000
42,10010,집합건물등기,이전    ,20150511,신용보증기금,93000000
42,10011,집합건물등기,저당    ,20090929,서울신용보증재단,171000000
42,10012,집합건물등기,저당    ,20120524,서울신용보증재단,240000000
42,10013,집합건물등기,저당    ,20140808,쿠도커뮤니케이션,1200000000
42,10014,집합건물등기,가처분  ,20150528,신용보증기금,0
42,10015,집합건물등기,가처분  ,20150720,기술신용보증기금,0
43,10001,집합건물등기,소유이전,20140526,Private,0
43,10002,집합건물등기,가압    ,20150211,Private,102500000
43,10003,집합건물등기,임의    ,20150415,Private,0
43,10004,집합건물등기,압류    ,20150907,서울시서초구,0
43,10005,집합건물등기,임의    ,20160509,동양저축은행,0
43,10006,집합건물등기,압류    ,20160728,서울시강남수도사업소,0
43,10007,집합건물등기,저당    ,20140925,효성자산관리대부,884000000
43,10008,집합건물등기,질권    ,20160530,안양저축은행,884000000
43,10009,집합건물등기,질권    ,20160720,와이아이씨대부,104000000
43,10010,집합건물등기,저당    ,20150115,Private,120000000
44,10001,집합건물등기,소유이전,20040303,Private,0
44,10002,집합건물등기,가압    ,20140710,기술신용보증기금,127500000
44,10003,집합건물등기,가압    ,20150302,국민은행,36735638
44,10004,집합건물등기,임의    ,20150427,국민은행,0
44,10005,집합건물등기,임의    ,20150515,SC은행,0
44,10006,집합건물등기,가압    ,20160316,삼성카드,16992545
44,10007,집합건물등기,압류    ,20160420,분당세무서,0
44,10008,집합건물등기,압류    ,20160712,서울시강남구,0
44,10009,집합건물등기,저당    ,20040406,Private,792000000
44,10010,집합건물등기,질권    ,20150528,구리(새),792000000
44,10011,집합건물등기,저당    ,20111111,국민은행,942500000
45,10001,집합건물등기,소유이전,20050428,Private,0
45,10002,집합건물등기,가압    ,20120417,Private,1640000
45,10003,집합건물등기,가압    ,20120417,Private,3076550
45,10004,집합건물등기,보전처분,20130305,청주지방법원,0
45,10005,집합건물등기,압류    ,20130320,국민건강보험공단,0
45,10006,집합건물등기,가압    ,20130419,근로복지공단,6483860
45,10007,집합건물등기,강제    ,20150428,Private,0
45,10008,집합건물등기,압류    ,20150713,청주세무서,0
45,10009,집합건물등기,압류    ,20151020,서울시강남구,0
45,10010,집합건물등기,저당    ,20120309,경기저축은행,1120000000
46,10001,집합건물등기,소유이전,20091229,Private,0
46,10002,집합건물등기,압류    ,20150205,서울시강남구,0
46,10003,집합건물등기,가압    ,20150205,기술신용보증기금,540000000
46,10004,집합건물등기,가압    ,20150414,서울보증보험,45397560
46,10005,집합건물등기,가압    ,20150513,국민은행,72000000
46,10006,집합건물등기,가압    ,20150518,서울보증보험,532400000
46,10007,집합건물등기,임의    ,20150520,신한은행,0
46,10008,집합건물등기,가압    ,20150624,농협은행,316380898
46,10009,집합건물등기,압류    ,20150818,강남세무서,0
46,10010,집합건물등기,저당    ,20100730,SC은행,456000000
46,10011,집합건물등기,저당    ,20121031,신한은행,240000000
47,10001,집합건물등기,소유이전,20100330,Private,0
47,10002,집합건물등기,임의    ,20150521,중랑신협,0
47,10003,집합건물등기,가압    ,20151111,국민은행,51191775
47,10004,집합건물등기,압류    ,20151123,서울강남구,0
47,10005,집합건물등기,저당    ,20100330,중랑신협,3120000000
47,10006,집합건물등기,저당    ,20111207,농협중앙,360000000
47,10007,집합건물등기,저당    ,20140410,신용보증기금,600000000
47,10008,집합건물등기,저당    ,20140428,신용보증기금,216000000
47,19992,토지별도등기,        ,99999999,Private,0
48,10001,집합건물등기,소유이전,19850208,Private,0
48,10002,집합건물등기,가압    ,20150520,오케이저축은행,500000019
48,10003,집합건물등기,가압    ,20150521,신보2014제3차유동화전문,625000000
48,10004,집합건물등기,가압    ,20150521,신보2014제5차유동화전문,167000000
48,10005,집합건물등기,가압    ,20150522,신보2013제10차유동화전문,208000000
48,10006,집합건물등기,임의    ,20150526,글락소스미스클라인,0
48,10007,집합건물등기,가압    ,20150604,신용보증기금,500000000
48,10008,집합건물등기,가압    ,20150610,서울보증보험,1000000000
48,10009,집합건물등기,가압    ,20150722,신용보증기금,87327644
48,10010,집합건물등기,임의    ,20150728,국민은행,0
48,10011,집합건물등기,가압    ,20150915,국민은행,20122751
48,10012,집합건물등기,압류    ,20160321,서울시강남구,0
48,10013,집합건물등기,저당    ,19880209,국민은행,156000000
48,10014,집합건물등기,저당    ,19881010,국민은행,65000000
48,10015,집합건물등기,저당    ,19881027,국민은행,26000000
48,10016,집합건물등기,저당    ,20030902,국민은행,650000000
48,10017,집합건물등기,저당    ,20060421,글락소스미스클라인,800000000
48,10018,집합건물등기,저당    ,20070806,(주)한림MS,500000000
48,10019,집합건물등기,저당    ,20140730,SBI저축은행,1560000000
49,10001,집합건물등기,소유이전,20130215,Private,0
49,10002,집합건물등기,압류    ,20150213,남대구세무서,0
49,10003,집합건물등기,강제    ,20150527,케이알앤씨,0
49,10004,집합건물등기,가압    ,20150617,대한민국,66666666666
49,10005,집합건물등기,압류    ,20161006,강남세무서,0
50,10001,집합건물등기,소유이전,20060720,Private,0
50,10002,집합건물등기,가압    ,20140521,현대캐피탈,14277813
50,10003,집합건물등기,가압    ,20141023,Private,31567100
50,10004,집합건물등기,임의    ,20150602,하나은행,0
50,10005,집합건물등기,압류    ,20151224,서울시서초구,0
50,10006,집합건물등기,저당    ,20101230,하나은행,757000000
50,10007,집합건물등기,저당    ,20120710,하나은행,65000000
50,10008,집합건물등기,저당    ,20140922,경기신용보증재단,91200000
51,10001,집합건물등기,소유이전,20070117,Private,0
51,10002,집합건물등기,가압    ,20131129,Private,150000000
51,10003,집합건물등기,가압    ,20141222,중소기업은행,250438599
51,10004,집합건물등기,가압    ,20150312,농협은행,102291148
51,10005,집합건물등기,임의    ,20150603,국민은행,0
51,10006,집합건물등기,저당    ,20070117,국민은행,130000000
52,10001,집합건물등기,소유이전,20140220,Private,0
52,10002,집합건물등기,임의    ,20150616,Private,0
52,10003,집합건물등기,임의    ,20151021,흥국생명보험,0
52,10004,집합건물등기,압류    ,20151109,서울시서초구,0
52,10005,집합건물등기,저당    ,20141001,흥국생명보험,669600000
52,10006,집합건물등기,저당    ,20141001,흥국생명보험,248300000
52,10007,집합건물등기,저당    ,20141029,Private,60000000
52,10008,집합건물등기,질권    ,20160510,대신저축은행,60000000
52,10009,집합건물등기,저당    ,20141106,Private,320000000
53,10001,집합건물등기,소유이전,19940404,Private,0
53,10002,집합건물등기,압류    ,20131212,서울시서초구,0
53,10003,집합건물등기,압류    ,20150420,서울시서초구,0
53,10004,집합건물등기,가압    ,20150609,농협은행,15518635
53,10005,집합건물등기,임의    ,20150611,농협생명보험,0
53,10006,집합건물등기,저당    ,20061113,농협중앙,63600000
53,19992,토지별도등기,        ,99999999,Private,0
